IDENTIFIER,GSM14498,GSM14499,GSM14500,GSM14501,GSM14513,GSM14514,GSM14515,GSM14516,GSM14506,GSM14507,GSM14508,GSM14502,GSM14503,GSM14504,GSM14505,GSM14509,GSM14510,GSM14511,GSM14512
AAK1,9.5,10.1,8.6,10.3,11.8,10.5,10,9.8,13.9,8,13.4,8,17.2,11,12.2,10.1,7.9,8,11.4
AF118079,13.7,3.1,2.7,1.4,5.4,3.4,26.1,4.4,45.1,2,6.2,2.1,12.2,1,5.8,2.1,12.2,0.9,2.7
CD84,101.4,84.8,113.3,51.3,188.2,70.9,89.7,191.4,48.7,117.1,73.9,113.2,142.8,28.4,136,60.6,106.2,79.9,40.6
CD84,150.4,127.7,144.3,176,169.6,179.1,121.8,162.5,301.1,161.5,180.9,188.4,221.4,246.6,207.8,161.5,155.5,151.2,154.3
CD84,124.3,109.6,111.2,122.2,125.3,114.3,118.9,71.2,175.1,142.9,86.4,91.1,79.1,129.6,155.4,119.5,105.4,115.4,81.2
CD84,8.7,6,11,8.2,7.6,10.4,9.9,10.3,14.9,5.3,11.1,5.1,9.9,11.2,8.6,5.9,5.1,6.2,7.3
CD84,97.8,50,30.6,82.8,54,53.3,82,32.4,19.6,53.7,41.1,19.4,64.3,101.2,78.2,9.7,48.2,81.5,46
TP63,88,5.4,102.8,104.2,43.2,24.5,66.1,126.3,102.5,106.9,134.7,28,61.8,130.4,123.1,86.1,22,28.4,38.4
TP63,53.7,8.9,17.9,85.1,173.9,155.5,100.1,58.6,91.2,106.6,18.3,6.4,72.9,146.1,39.4,145,57.3,79.4,59.2
TP63,26.4,42.2,40.5,71.5,95.4,157.8,31,44.8,221.3,117.8,69.9,46.5,63.3,31.2,151.8,118.1,95.9,98.3,147.8
DBT,73.6,67.2,75.3,90.8,81.1,79,57.8,78.3,181.1,92.8,56.7,60.3,137.2,80.9,100.6,78.2,58.2,89.7,67.6
ICOSLG,41.8,49.3,81.4,107.3,76.9,38.8,106.1,20.3,132.7,31.1,35.6,16.5,152,143.6,90.8,141.4,120.6,146.1,44.6
ICOSLG,9,8.6,18.8,39.4,18.6,18.1,92,46.8,18.7,40.5,62.1,15,15.7,28.4,71.7,81,14.6,14.1,17.1
ICOSLG,15.9,4,8.6,12.9,22,18.8,24.1,15.7,25.1,44.4,11,10.9,24.2,61.9,21.8,24.3,31.9,25.7,20.2
EFCAB2,43.5,10.9,88.3,51.3,82.6,9.3,51,103.6,78.1,72.2,11.4,43,79.2,68.3,74.7,65.3,77.9,75.8,40.3
FSHR,12.5,11.6,13.8,17.4,13.8,14.7,12.8,16.3,25.7,17.6,17.3,9.8,18.7,21.9,8.3,12,13.1,13,15.9
KDM5B,506.2,591.3,682,619.5,588.8,659.4,637.8,745.5,754.5,641.1,598.3,575.2,686.4,532.8,542.9,735.2,640.1,527.8,629.6
CNTN1,25.6,127.2,61,66.9,113.1,120.4,100,147.1,145,112.2,111.8,108,80.2,178.1,47.8,120,72.9,120.8,82.8
ME1,45.8,33.6,64.6,78.6,20.7,118.7,139.9,24.1,86,22.6,81,38.9,28,18.8,28.3,106.2,15.7,51.1,35.1
PIP5K1A,136.6,19.9,29,130.8,72.7,96.4,93.5,75.4,137.7,157.1,158.6,85.4,142.1,69.3,175.7,221.8,117.6,108.7,67.9
ACSL6,43.4,55.5,64,52.4,73.4,83.2,79.7,37.8,99.5,52.8,28.6,29.1,40,77.4,43.7,41.7,62.9,52.6,34.5
CASK,1782.6,2251.2,2195.2,2113.8,2065.3,1678.7,2064.2,1818.9,2478.3,2312.3,2000.5,1981.8,2177.5,2284.5,1976.9,2028.2,2162.8,2128.5,2079.3
SH2D1A,108.2,15.6,40.5,128.1,23.2,58.3,20.7,21.3,23.7,66.7,23.4,57.1,67.7,15.6,94,13.8,64.5,75.8,104
SH2D1A,146.2,44.5,33.7,143.1,181.7,156.3,156.8,131,240,174.8,94.6,122.4,154,174.6,138.3,123.9,83.4,50.9,55
SH2D1A,114.7,49.5,91.6,100.4,105.7,109.5,70.7,112.6,106.5,57.4,48.5,90,25,132.9,160.5,83.6,61.5,32,66.1
ORC5,232.5,187,252.9,212.2,203.9,107.6,105.2,128.2,182.9,234,250.5,179.7,204.8,245,272.2,224.6,182.5,240.9,208.4
ORC5,1.4,7.1,1.1,1.8,1.4,2,1.8,20.7,11.6,7.6,0.5,0.9,5.3,6.1,4.9,2,1.9,9.9,7.3
DAPK1,178.1,133.1,159.5,152.3,273.6,125.1,65.8,32.6,208,173.4,178.8,279,210.7,240.4,285.3,200.3,144.6,170.7,203
DIO2,38.7,23.3,41.4,48.9,47.5,25.4,85.9,28.2,46,39.7,140.5,42.4,65.7,47.3,66.5,145.4,22.1,95.4,21
KCNQ1,25.8,45.6,23.6,21.3,52.5,34.4,33.5,29.6,76.9,18.9,40.3,23.1,23.4,45.6,17.9,128.8,19.8,32.3,39.7
AF118078,115.9,26.1,17.8,18.3,36,36.9,46.7,7.1,12.9,61.3,64.2,25,51.3,42.4,44.6,17,57.4,48.6,17
LHX2,73.5,35.3,85.7,149.1,28.4,51.5,40.7,117.1,74.2,75.8,62.5,63.2,12.3,72.2,103.5,81,69.3,10.9,52.9
HSF2,65.1,40.9,52.8,59.6,82.8,57.7,46.7,40.6,107.8,74.4,94.2,81.4,55.5,100.8,62.8,67.6,64,65.2,58.7
TADA3,19.9,10.4,45.6,8.5,9.3,42.2,15.3,44.8,13.3,16.5,14.4,8,43.4,11.1,24.4,13.4,12,9.6,7.8
HAP1,115.3,108.9,103.1,114.5,117.1,159.9,163.4,143.3,136.1,83.2,219.9,62.6,171.8,203.1,116.8,203.9,100,16,134.6
PROP1,121.2,71.2,68.9,13.1,106.8,94.5,121.3,137.1,184.8,143.4,145.5,89.5,155.6,119.5,177.9,64.9,70.4,102,119.3
ABCB11,75,31.7,36.1,47.7,49.7,30.9,103.5,84.3,125.3,94.9,54.4,14.3,125.5,55.4,43.3,81.6,64.8,75.6,86.5
FUT5,9.8,10.8,14.8,9.2,18.1,11.7,18.4,28.6,67.4,21.1,8.1,7,11.6,11.3,11.1,8.4,14.4,12.9,9.6
GALR2,79.2,43.7,26.5,25.2,18.3,34.1,26.7,56.8,33,64.9,34.7,39.4,12.5,22.4,51.5,42.4,57.3,47.8,35.2
PCDH11Y,27.5,18.7,17.9,45.5,39.7,24.4,40.3,12.9,47,40.4,26.2,10.3,33.4,18.7,46,25.6,40.4,8.4,37.7
RAD17,321.2,275.8,203.1,225.1,311.2,221.6,284.9,275.2,328.6,258.4,301.2,271.8,243.4,249.3,250.2,320.1,249.5,247.9,201.8
PIK3CD,149.4,96.9,148.2,137.9,183,105.4,163.6,124.1,201.6,170.7,139.9,122.6,157,185.7,173.5,185.4,93.5,94.6,114.2
CYP4A11,147,171.3,131,190.6,230.4,203.6,198,248.5,186.4,167.1,169,82.4,111.9,158.7,156.9,224.1,137.9,112.7,198.7
GLP1R,27.2,7.7,11.6,11.6,21.9,31.8,28.7,16,12.6,14.5,31.4,27.4,28.4,34.8,35.9,14.4,7.8,31.5,37
ESR1,27.4,29,19.2,114.1,37,29.3,92.9,43.7,28.5,84.1,43.5,57.4,33.7,12.9,136.9,33.9,15,61.8,16.5
ESR1,21.5,7.6,11.4,10.2,25.3,17.2,26.5,50.3,35.1,14.1,29.6,27.3,32.9,30,34.2,36.8,23.8,36.2,36.6
ESR1,18,6,22,18.7,16.8,57.9,19.1,18,22.2,13.6,20.9,17.3,20.8,34.6,17.3,20.1,12.7,10.3,22.3
FGFR4,501.2,344.9,270.2,238.3,376.4,507.2,593.4,612.6,469.9,492.9,333,400.6,240.4,269.5,288.9,452.9,326.2,357.8,149.2
ADAM7,36.7,40.6,39.5,113,100.4,47.2,11.2,8.5,4,20.8,15.7,14,7.9,4.1,13.1,15.2,26.7,12.1,9
ADAM7,61.8,18.7,17.2,6.2,54.2,41.6,64.7,56.4,11.3,41.9,49.9,9.2,44.2,44,55.6,43.3,3.6,32.8,29.7
CTNND1,1132.5,1406.2,1379.1,1355.1,1160.4,1361.1,1358.3,1437.7,1288.2,1238.8,1349,1059.9,1419.5,1315.5,1348,1286.8,1522,1540.9,1432.6
ANXA2P3,458.4,237.5,390.3,477.5,316.5,363.4,389.5,428.9,802.4,252.8,1062.5,524.1,768.8,434.5,487.5,580.4,574.1,113.2,758.2
KIR2DL4,53.6,14,83.3,15.8,38.1,19.3,18,11.9,8.9,17,43.7,52.3,37.9,55.8,10.3,72.6,15.9,82,7.3
KIR2DL4,52,18,31.2,75.7,80.4,26.5,53.9,67.8,87.3,32.4,17.1,27.6,18.5,47.4,62.2,178.3,20.5,68.1,44
CHRD,54.6,54.5,23.8,22.8,81.3,120.8,64.6,32.6,155.7,28.1,45.6,12.6,26.2,29.6,34.2,50.8,17.5,79.6,29.1
GPR68,112.1,49.5,42.6,30.2,107.2,96.5,84.7,93.2,138.3,119.3,93.1,50.9,79.6,28.8,109.1,86.1,60.4,62.1,100.9
SH3BP2,66.6,66.2,76.8,112.9,96.4,79.4,75.8,131.4,119.8,61.2,90.8,28.6,20.5,70.8,89.2,52.6,94.6,82.8,61.8
NFYC,340.2,363.2,323,428,524.5,301.8,378.2,395.8,514.6,423.9,452.4,526.4,469.2,497.9,372.4,454.6,447,482.5,555.5
PTCRA,324.2,240.1,319.7,330.3,374.7,292,379.5,550.8,312.2,305.8,449.1,319,438.4,472.7,488.2,366,252.3,306.3,263.1
PYY,62.2,61.4,123.3,92.3,75.1,95.1,78.8,156.7,66.7,17.7,110.7,51.5,21.8,107.1,165.4,87.9,79.5,46.6,84.4
RHAG,273.7,251.4,215.4,348,290.4,321.8,311.2,293.7,510,249.1,286.2,233.2,285.6,340.4,233.3,341.7,274.8,322.8,221
DEDD,152.3,123.6,101,88.1,227.6,79.4,48.6,116.1,174.9,163.4,184.3,185.1,204.2,221.2,219.3,179.9,178.6,147.5,180.7
BTN2A1,109.9,37.6,230.1,96.3,48.4,319.1,245.2,146.1,314.3,107.7,245.9,170.6,198.1,236.6,213.6,301.1,146.3,298.2,131.5
ZNF638,1438.6,2161.8,1737.3,2168,1291,1470.6,1407,1693.5,1765.6,1633.8,1740.4,1671.9,1649.8,1274.7,1516.5,1461.1,1094.3,1094.4,1354
TGFA,278.1,106.9,82.5,177.5,320.8,34.8,310.6,102.6,249,180.1,201,423.4,249.7,237.1,204.8,369.9,234,297.4,216.9
BMP7,49.5,5.4,15.3,10,58.7,25.4,7.8,8,8.5,33.2,62.2,21.8,67.9,10.2,51.9,84.9,14.1,13.2,47.4
BMP7,176.2,129.6,137.6,171.2,178,209.1,167.8,329.9,173,196,213.1,161.7,230.3,192.2,144.9,152.9,176.6,183.1,111.2
NUP214,90.5,159,137.5,122.2,142.7,117.4,63.7,197.1,198.4,170.7,125.5,66.7,80.9,170.4,130.6,134.4,86,93.8,178.6
PCSK6,147.1,120.8,208.1,166.5,234.4,171.3,161,225.3,267.9,194.6,147.1,131.9,219,262,151.8,212.4,167.3,184.6,164.7
PCSK6,122.8,65.1,14.8,67.7,63.9,62.7,65.3,13.5,74.6,18.8,125.4,72.8,58.4,66.9,68.3,15.5,54.9,60.4,19.5
GAD2,45,30.7,18.7,13.5,71,15.4,31.1,42.9,30.3,47.6,34.8,24.3,9.9,4.4,5.3,39.4,31.2,20.2,23.3
PTGER3,58.8,40.4,35.8,7.1,6.7,87.1,5.6,6,37,34.3,55.8,29.5,72.9,7.3,21.4,41.3,22.5,8.8,18.7
GPR4,167,81.9,89.8,37.2,157.4,121.4,82.8,85,128.4,92.9,149.8,88,184.8,111.7,87.7,41.3,95.5,38.7,76.6
HESX1,60.8,97.7,59.7,11.2,17.9,87.3,39.8,14.6,78,44.9,150,28,11.4,89.4,40.7,41.6,13.8,44.1,19.1
IL2RA,94.8,43.8,53.6,21,133.4,149.7,14.2,77.9,110.2,92.1,138.6,62,87.9,28.7,26.9,53.6,27.8,107.7,18.2
PTBP1,3159.3,3822.3,3354.2,3056.6,2263.8,4219.6,3873.2,4080,3395,3320.9,2965.2,2831.9,3123,2770.7,2884.6,2565,3297,3286.5,3009.4
PTBP1,3426.7,3568.8,3089.2,2446.9,2056.3,3710.6,3926.1,4083.9,2282.3,2923.4,3032.2,3161.9,3240.7,2240.7,2453.9,2668.6,3195.9,3212.3,2642.5
DGKA,129.4,71.8,47.4,45.7,84.4,99.5,75.8,105,145.2,87.6,136.7,92.8,111.4,57.8,93.9,117.6,84.9,75.8,45.1
TBX1,5.9,9.6,22.2,4.3,8,11.3,29.2,15.8,24.7,11.3,7.5,3,8.1,9.5,5,34.2,18.9,3.7,5
TBX1,24.8,26.4,12.6,18.4,8.1,10,31.9,64.9,90.5,7.3,9.7,6.3,11.9,47.8,14.9,7.9,16.8,21.5,11.2
GYG1,2926.9,3513.7,3397.1,2695.5,2438.2,3447.8,3120,3178.1,4424.6,3529.8,2733.3,2670.5,3488.1,3494.6,2885.9,1959.8,3364,2846.6,2683.1
TCEAL2,43.3,52.4,65.2,65.9,87.4,112.1,45.4,139,132.6,70.2,98.3,10.1,95.5,111.5,74.6,81.1,59.9,61.3,91.9
APP,424.7,222.7,202.4,256.3,247.6,93.9,127.2,163.8,520.7,453.5,372.5,431.8,404.4,501.8,422.2,346.8,151.7,113.5,119.1
NRF1,83.7,44.3,75,140.4,54,58.3,63.5,62.5,95.3,56.3,65.1,81.2,26.1,94.2,99.3,74.3,58.9,62.6,59.8
NRF1,66.3,92.4,22.7,22.3,66.2,53,33.1,26.7,52.4,31.1,122.5,21.3,26.9,24.2,113.7,88.6,62.7,96.2,44.4
TNFRSF25,157.7,130.7,109.8,72.4,102.4,131.5,105.7,73.9,110.3,78.1,201.2,71.3,144.4,33.4,23,201,111.6,142.8,235.5
GRN,2233.3,1560.1,1330.7,1463.1,2375,1448.7,1334.5,1330.6,1206.6,1181.8,1234.1,1977,1206.2,1163.4,987.1,2125.6,1248.9,1287.4,1120.3
UBE3A,545.3,416.7,425.1,524.8,454.6,565.8,582,530,549,549.1,551.3,602.9,652.6,670.6,714.7,569,377.1,355.3,495
CSF2RA,11.3,34.5,15.6,77.1,140.6,16,63,27.6,20.2,12.4,91.7,18,84.8,19.6,21.4,37.9,32.6,12.4,31.6
CSF2RA,92.7,88.9,73.8,94.5,105.6,111.7,86.6,77.1,142.8,125.1,108.8,112.2,145.3,117.5,88,72.7,114.2,50.2,74.7
CDK11A,173.8,137.7,192.3,221.7,163.9,151,257.6,205.5,91.8,193.6,224.9,184.8,234.1,214.5,210.8,248.9,151.4,92.4,168.7
CYP2A6,298.4,250.9,324.4,309.1,341.7,343.9,255.4,198.2,300.7,227.5,234.7,251.2,297.8,351.4,272.8,360.8,212.9,221.1,290.9
UBC,27482,31393.2,31215.6,35255.4,29465.5,24028,28462.5,26440.6,33223.9,25668.5,27219.3,30223.6,30183.9,31734.5,30986.9,25160.9,23562,29142,31258
CDK7,843.9,909.7,828.9,922.8,1171.1,665.9,550.6,644,822.7,939.5,711,780,941.5,853.4,957.8,1042.8,993.1,879.5,967
ALB,22.7,29.4,29.1,100.1,57.4,11,18.2,43.9,88.8,28,39.2,29.7,75,40.5,35.3,47,38.8,43,51.7
FLOT2,134.8,76.4,79.9,103.7,225.7,75.9,51.3,67,162.2,144.7,119.5,120.7,162.3,234,199.7,215.6,156.9,143.6,154.5
TP53,162.8,73.5,20.4,107.3,206.2,11,72,22.6,53.2,80.3,59.7,150.2,93.4,108.6,138.9,65,103.8,119.6,134
KCND3,74,42.4,8.5,108.4,46.1,96.3,46.7,97.4,107.2,33,78.4,33.2,76.2,101.1,23.9,11.1,39.6,11.6,11.7
PDE4B,78.1,63.3,57.4,59.8,114.2,89.3,97.2,77.1,96,62.1,104.4,55.2,100.9,101.9,98.9,79.4,58.4,77.7,81.5
FOLH1B,10.4,6.3,3.4,6.3,7.2,8.7,6.7,15.5,13.5,7.4,14.1,5.3,34.4,9.2,17.6,26.1,12.4,4.9,33.4
KCNJ5,122.5,127,117.2,208.1,67.1,217,154.4,98.8,157.6,142.8,134.8,97.2,185,159.2,76,122.2,169.5,152.9,131.5
FCAR,39.7,17.5,72.3,86.6,34.8,136.4,77.1,26.4,31.7,75.4,92,63.4,120.7,63.2,75.8,18.3,88.1,118.9,63.3
FCAR,36.3,5.4,4.8,13.3,37.3,23.5,8.8,5.5,11.3,7.6,23.7,3.9,42.6,3.9,9.3,9.9,3.6,8.9,5.9
FCAR,25.3,4.8,42.1,10.8,6.8,13.2,17.8,12.1,14.3,5.3,5.8,8.3,4.6,29.4,9.7,19.6,6.7,6.2,3.2
EZH1,55,3.2,19.2,55.7,24.4,18.6,13.1,38.1,19.7,13.7,18.8,4.1,49,3.3,41.5,48.2,23.3,40.1,2.4
WISP1,22.8,47.7,22.1,24.7,10.5,70.8,23.3,15.7,40.4,27.5,11.4,24.6,27,10.7,36.5,31.1,23.9,11.5,5.7
BAZ1B,46.7,8.4,30.2,81.2,26,56.9,54.5,26.1,30.8,27.5,68.1,71.7,21.1,23.8,61.3,10.9,17.5,11.1,67.4
CACNA1G,5.8,7.4,8.5,9,6.5,6.4,12,10.8,7,4.7,7.5,5.3,6.9,5.9,7,6.9,4.9,5.4,6.6
CACNA1G,21.5,99.7,9,75.6,33.9,11.8,44.8,84.2,17.7,29.8,57.5,10.3,56.9,38.5,63.6,38.1,20.9,10.4,46.8
CFLAR,796,1137.5,914,1056.1,785,530.2,589.4,647.6,664.4,593.7,642.9,492.7,851.3,859.1,1080.2,834.2,558,736.9,710.1
CFLAR,355.1,266.6,256.8,288.1,325.6,192.1,168,115.5,97.3,160.4,111.5,205.1,345.4,280.1,309.3,371.3,165.3,213.7,196.1
RAE1,1137,1565.6,1336.7,1469.5,1290.6,1376.4,1450,1292.4,1238,1218.2,1442.4,880.8,1458.7,1248.2,1465.3,1115.5,1399.4,1466.3,1479.1
RAE1,8.9,8.2,15,6.8,8.5,15.2,7.8,17.4,6.6,9.5,12.9,24.2,47.3,50.3,16.5,14.9,5.1,4.2,10.4
PTPRU,307.2,350.7,341.7,366.4,271.3,396.5,429.7,386.7,258.2,327.9,385.9,275.4,320.5,282.6,301.6,304.1,283,324.8,277.8
SARDH,67.5,14.5,12.8,12.6,125.1,55.8,68.4,90.6,41.2,24.1,18.3,16.7,22,18.4,59.8,13.6,9.1,14.6,70.8
ITPR1,29.7,51.8,23.8,6.7,9.1,75,20.6,139.5,16.4,35.4,44,15.4,54,59.4,15.8,46.5,6.7,12.9,20.1
RGPD6,3.8,2.2,46.1,37.9,17.8,2.8,14.9,19.2,42.3,5.4,8.3,1.2,5.1,31.1,5.9,3.2,7.4,16.3,7.5
DSTNP2,417.4,396.6,416.5,566,410.2,305.5,478.1,578.5,639.2,369.7,535.1,439.2,422.8,664.8,577.6,328.6,328.2,468,535.7
HFE,172,69.1,180.3,157.5,237.5,200,106.1,100.2,241.5,168.5,145.2,165.6,98.7,223.9,99.6,176.8,152.8,136,160.3
HFE,239.1,143.6,141.4,204.4,230.2,167,205,153.8,237.7,188.2,266.7,162.3,312.6,274.2,250.4,190.2,128.4,178.6,185.7
HFE,346.5,324.4,249.9,304,373.7,313,339.1,328.5,327.9,278.4,298.7,415.4,343.1,300.8,376.2,292.2,290.5,301.9,244.4
HFE,183.2,148.7,146.6,260.4,211.1,137.2,190,171.7,50.7,234.9,229.6,189.9,252.6,226.9,276.3,199.1,142.5,197.2,252.7
HFE,309.2,193.2,161,234.1,202,113.2,85.6,106.5,206.9,161.5,147.2,116.4,186.5,177.5,155.2,160.5,131.1,118.5,124.7
HFE,71.1,8.6,18.6,34.8,23.8,72.3,29.6,31.5,39.7,70.8,29.3,54.9,64.1,88.1,17.2,137.9,46.7,57.2,104.9
HFE,315,206.4,272.6,275.6,358.6,364.8,364,335.4,321.6,345.6,334.5,258,259.8,332.7,239.3,338.2,309.9,261.9,293.7
FASLG,61.1,8.1,93.8,83.3,92.6,99.7,88,66.3,89.1,123.1,129.5,53.5,68.2,120.5,104.7,95.1,77.4,41.6,49.9
MRE11A,46.2,70.8,73.2,76,33.4,79.8,92.1,79.3,42.8,40,98.9,33,68.7,66.9,63.3,46.2,52.1,86.6,54.4
LILRB1,48,23.1,9.4,118.4,45,75.1,53.8,174.3,200.4,13.4,27.4,18.5,32.1,25.4,43.9,73.5,25.4,108.6,60
TUBGCP4,242.2,189.2,225.2,209.2,271.5,197.6,152.2,233.8,305.7,223.1,198.1,196,275.9,283.9,285.5,195.7,208.2,209,275.7
IFNA2,5,14.4,8.8,9.3,31.9,15.3,2.7,11.2,22.2,2.2,54.7,2.3,47.9,31.6,29,5.9,8.6,11.9,3.9
ITK,100.6,67.8,142.4,141.5,90.3,195.6,124.7,264.6,143,98.6,105.2,38.1,111.2,150.2,115.5,120.7,82.2,126.1,91.9
MCAM,183.6,171.9,144.4,126.1,238,226.3,301.2,175.4,209.3,287.8,230.7,238.4,314.3,319.6,337.9,329.8,310.6,21,185.6
POU4F1,3.6,92.9,38.2,81.9,4.1,94.8,73.3,83.9,132.7,14.1,82,35.7,15.3,42.4,38.4,6,51.4,36.7,49
MED12,414.8,283.2,289.1,205.1,265.7,192.5,274.8,228.2,288.7,251,244.4,301.5,263.4,272.1,164.8,346.2,251.9,200.9,294.1
COL13A1,21.4,2.8,11.7,16.8,4.2,48,4.1,4.8,47,11.1,7.3,2.1,26.3,39.4,5.7,14.4,16.8,4.8,5.1
EEF1G,17592.3,27558.5,27251.6,33141.1,19200,19829.7,24397.5,26769.4,21680.6,21107.3,28225.2,21915.5,25105.7,24785.4,28204.4,19134.4,19128.3,23689.6,26493.4
CDC14B,29.4,60.5,42.8,25.1,83.9,76.4,109.1,34.4,20.4,20.5,58.8,18.8,54.3,110.4,35.9,27.5,79.5,123.6,109
CDC14B,71.7,83.4,80.2,117.7,90,66.8,106.2,96.4,67,86.8,90.9,64.2,25.8,102.5,99.5,70.7,76.7,49.8,73.3
SLC15A1,76,58,59,94.4,98.5,94.7,72.9,84.1,104,43,97.5,37.5,123.1,105.3,132.9,77.6,54.5,75.3,74.2
AB016900,19.1,63.8,12.1,84.7,26.8,70.5,56.6,26.7,14.6,16.2,55.5,29.2,22.9,23.8,129.4,21.8,64.1,14.1,12.7
AB016900,2.4,7,21.9,37,2.2,3.9,6.6,5.4,44.9,3.5,42.2,2.4,10.1,6.3,30.9,1.9,1.7,17.6,18.8
NCOA3,419,210.3,446.7,254.7,291.2,127.3,138.9,145.7,261.7,260.2,250.1,247.8,405.4,288.4,282.7,673.8,310,376.3,222.1
LRIT1,6.4,4.9,4.8,5,4.9,6.2,6.7,8.2,7,3.9,14.6,4.7,10,9.4,15,4.2,4.6,15.9,12.7
LEPR,199.2,51.2,134.3,35.5,127.8,95,52.6,103.7,125.8,84.9,115.2,96.2,137.7,124.9,77.3,93.2,82.7,82.5,44.7
LEPR,168.6,152,121.2,50.7,235.5,71,35.9,80.7,247.1,153.6,191.6,136,158.5,186.8,149,146.5,110.8,153.2,161.8
LEPR,216.3,145.3,149,185.4,323.1,151.1,93.4,111.7,274.5,173,250.8,196,259.9,254.6,202.2,230.9,150.5,170.5,147
ALDOB,238,327,304.8,244.4,223.2,356.6,311.5,278.8,278.5,361.1,340.7,268,331.6,318.3,293.1,231,320.6,320.8,279.1
CIZ1,258.7,196.5,218.5,159.6,229.2,271.9,278,358,197.3,301.8,247.1,231.9,172,223.5,241.7,260.3,277.9,177.8,218.5
OPRM1,85.4,93.6,115.9,98.3,119.9,117,189.5,89.4,136.1,112.1,68.6,64.8,104.8,146.9,92,133.5,102.5,70.6,70.6
ITPR2,89.2,41.1,58,40.8,45.3,29.3,83,17.2,33.7,20.9,75.8,21.3,79.7,86.7,20.9,44,22.9,113.7,35.7
SERPINB13,2.5,30,14.8,23.1,3.7,46.3,19.5,21.7,18.7,40,53,3.3,30.8,21.5,1.8,45.9,23.7,17.5,29.6
SERPINB13,76.4,56.5,24.8,138,99.9,110.7,148.5,110.8,153.3,100.4,90.3,28.5,139,84.7,118.4,89.1,77.1,143.6,104.5
MTAP,303.6,296.4,307,213.8,419.7,227.5,232.8,194.5,366.5,429.5,274.5,297.4,378.2,263.6,407.2,434.3,490.1,376.2,454
MTAP,204.7,169.7,237.7,242.5,287.8,223.6,178.7,352.1,293.4,249.9,280.2,160.2,230.5,391.9,314.3,337.8,282,229.1,241.1
PCDHA2,5.7,6.7,6.8,9.8,7.4,11.5,5.3,10.5,12.3,6.2,3.4,3.3,21.7,11.1,6.4,6.6,7.5,8.1,8.3
CASP1,202.6,183.2,204.2,195.5,262.2,233.8,161.6,177.5,310.8,218.1,137.9,159.4,235.5,286.1,232.9,282.2,222.8,216.5,192.6
CASP1,23.7,59.4,18.5,69.8,46,45.2,8.4,35.8,68.7,21.7,110.5,14.2,42.4,15,34.6,30.7,20.3,19.2,51.1
CASP1,56.7,38.1,3.8,22.3,54.5,77,11.6,40.3,44.5,55.1,8.9,23.9,68.3,56.1,34.6,58.9,59.2,48.8,10
AF116689,7,7.4,19.9,25.5,40.3,14.1,11.8,6.2,8.9,6.8,11.7,24,47.7,4.1,14.7,7.2,40.4,11.2,15.5
MAP2K5,241.4,311.5,252.8,230.4,326.2,242.4,324,362.6,205.2,204.5,216.2,195.6,212.2,124.6,126,243.9,214.4,173.4,255.7
MAP2K5,83.5,67.9,60.1,84.2,57.5,78.2,83.4,78.1,137.3,68.1,37.5,38.3,102.5,94.7,116.4,91.4,55.4,35.4,77.3
IL1R2,46.4,69.4,15.8,22.3,40.3,14.6,15.9,38.8,26.2,17.8,85.6,20.1,21.5,17.9,18.2,11.4,21.3,30.4,18.9
PSEN2,227.7,217.8,237.4,253.9,186.8,257.7,215.8,273.2,165.3,235.7,253,208.3,195.6,158.1,196.1,201.5,238.2,200.4,236.3
AF116715,229.7,143.9,25.6,203.1,188.3,163.2,66.6,92.9,29.6,120.5,114.9,88.2,175.2,278.4,91.2,96.4,25,54.1,148.8
ILF3,1104.5,1083.5,1091.7,1069.6,1057.8,1021.5,1045.5,1149.2,1110.2,1178.2,1051.4,991.6,975,950.2,987,1036.4,1034.7,1042.4,1029.6
NSMCE4A,331.1,387.8,272.2,262.3,332.6,347.1,422.9,475.4,339.3,354.6,333.7,323.6,372.6,297,443.4,369.6,332.8,379.1,366.8
MYCN,6.9,9.9,13.1,10.2,8,10.1,7.4,17.5,8.3,8.8,9.9,7.4,14.9,10.5,12.6,10.4,7.2,9.5,15.6
PPIA,28344.7,42883.4,40363.8,49569,33353.8,29993.5,38284.7,44323.8,32298.7,31094.5,43095.7,35075.2,38734.1,37566.4,41577.6,31801.4,28155.4,36244.4,40551.2
B3GALNT1,268.8,166.7,201.1,161.6,323,240.6,193.6,162.9,273.6,308.3,284.7,269.4,304.8,283.4,228.9,333.1,287.4,239.6,229.4
PRKG1,24.2,17.7,25.3,22,15.3,14.5,27,13.7,37.7,22.8,27.5,20.7,8.4,31.9,14.7,28.8,24.3,22.6,6.9
SPAG11B,29.2,14.6,26.2,48.2,43.4,18.3,11.3,24.1,16,10.1,30.6,14.7,24.2,34.1,35.4,22.4,5.7,21.5,42
TACC2,209.4,269.7,315.8,317.8,151.1,243.9,273.2,349.8,415.6,248.6,268.4,238.2,194.4,453.5,195.3,232.3,288.7,186.6,225.2
WDR37,553.2,404.3,375.3,361.2,471.7,642.2,667.7,459.9,503.7,410.7,394.6,509,356.3,275.4,351.5,451.1,441.7,476.3,302.3
CASR,162.2,45.9,77.5,34.4,45.7,67.6,29.2,17.8,12.6,36.6,20.2,46.6,86.7,7.9,11.1,27,14.6,12.3,15.1
SULT1A2,449.2,307.7,477.8,296.7,322.6,457.4,651.1,430.8,341.5,450.6,308.8,278.6,567.2,488.7,245.7,334.5,392.8,532.3,413
