IDENTIFIER,GSM14498,GSM14499,GSM14500,GSM14501,GSM14513,GSM14514,GSM14515,GSM14516,GSM14506,GSM14507,GSM14508,GSM14502,GSM14503,GSM14504,GSM14505,GSM14509,GSM14510,GSM14511,GSM14512
SREK1IP1,85.7,123.9,115.1,130.7,86.4,106.5,106.3,156.8,115.5,202.2,192.8,93.1,169.7,90.8,222.4,106.3,99,170.3,143.4
LRRC23,203.2,193.5,201,139.4,259.8,183,252,214.6,205,256.3,226.9,141,157,164.4,151.1,218,112.3,159.9,178.6
AL047879,133.5,161.9,132.1,141.5,135.9,106.5,89.3,136,103.8,140,149.4,108.9,130.1,68.6,132.4,107.9,80.4,135.6,65.4
ERICH1,5,18.3,6,28.2,9,6.3,11.5,9.4,9.8,14.2,7.4,10.9,8.4,14.3,9.4,9.2,16.3,12.8,4.9
TIMM50,109.2,104.4,150.7,118.2,12.7,120.1,19.1,66.1,33.5,132.6,55.3,16.1,113.9,112.2,104,87.4,138.5,113.9,109.3
TMEM144,3.1,1.8,1.8,24.5,3.4,3.5,4,8.1,5.9,0.8,4.7,1.9,2.9,2.4,1.1,4,0.9,2.9,2
217614_at,137,95.3,145.6,108.4,174.4,162.9,109.2,158.2,150.5,125.6,161.7,119.5,151.3,95.5,112.3,136.1,157.2,125.6,154.1
217615_at,14.4,11.1,15.7,74,26.3,12.9,14.1,31.2,17.8,11.6,15.1,11,11.8,13,18.1,12.5,9.4,11,10.1
AV763520,47.8,50.8,84.1,17.1,93,74,97.5,76.3,92.2,68.5,94.9,66.7,75.6,128.8,131.6,67.6,80.5,56.7,96.7
AW451711,13,16.9,8.1,9.9,16.4,13.4,17.1,9.5,17.6,75.5,32.6,7.6,7.6,60.1,10.8,9.6,12.5,26.4,7.2
HUS1,251.6,228,249.2,109.9,295.9,302,245.6,391,448.7,375.1,364.1,257.8,402.4,316.4,224.3,247.3,243.4,808.6,239.4
217619_x_at,296.7,183.7,158,319.4,257.4,348.4,234.4,312.1,482.7,256,229.5,162.4,279,328.1,274.1,227.4,158.7,199.9,316.9
PIK3CB,116.8,63.3,58.9,65.6,98.9,57.4,42.5,69.5,104.3,85.6,51.7,96.9,102.4,123.6,113.3,90.7,78.2,90.2,63.2
SLC6A2,34.4,18.6,2.6,3.7,7.2,4.1,6,8,9.4,25.9,3.3,1.9,10,3.9,4.3,2.4,3.2,7.3,8.2
217622_at,106.6,89,73.4,19.8,103,87.3,106.6,40.5,167.3,113.8,84.2,58.9,20.8,21.1,168.3,122.3,60,59,118.6
MYLK3,46.9,4.7,19.3,54.3,35.6,43,3.8,14.9,62.5,18.2,5.4,17.4,26.5,2.4,46.2,28,13.9,32.5,34.4
PDAP1,52.4,5.2,9.4,6.9,10,12.7,9.6,9.6,15.5,11.2,5.2,3.2,7.9,12.1,14.8,9.4,15.5,6.4,7.7
217625_x_at,58.8,30.9,14.3,78.9,29,29.6,55.5,38,38.7,23.5,73.1,55.7,35.6,23.2,22.6,22.8,25.7,53.7,19
AKR1C1,13.2,12.6,24.8,23.7,24.3,18.4,15.5,8.6,28.3,59.4,37.4,28.9,47,31.6,15.7,45.7,10.9,15,13.6
ZNF573,184.1,178.9,165.9,195.4,240.8,111.3,83.6,103.1,97.8,99.8,186.1,215.7,186.8,148.7,151.5,303.6,112.6,104.8,176.9
CLIC5,58.7,14.6,71.4,79.8,105.2,17.8,63.3,98.2,57.8,83.9,82.1,62.2,104.3,32.9,75.1,75.3,64.6,30,42.3
AA365670,223,155.8,173.6,241,181.3,222.6,261.9,166.3,320.4,264.2,235.6,279.3,190.1,319.5,238.8,301.9,220.2,224.6,222.2
ANGEL2,33.4,33.9,22,72.9,19.8,37.2,89.6,49,75.8,99.1,78.4,46.4,92.7,94.3,78,9.6,85.8,57.1,77.4
GTPBP4,50.1,61.6,59.9,63.3,151.7,108.2,84.9,133.1,38.9,78.6,117.5,70.6,132.6,28.6,139.3,77,47,59.4,96.9
GNL3L,60.1,31.3,27.4,59.9,46.5,4,39.1,52.5,7.3,48.5,41.2,43.5,80.8,89.9,56.9,31.3,15.2,3.4,7.1
URB1,25.9,17.3,30.7,20.6,37.6,71.2,30.3,227.3,126.5,95.7,92.2,64.4,64.7,85.7,99.9,53.8,31.1,83.5,77.2
SVIL,69.8,88.9,128.3,83.9,90.4,131.3,45.8,183.7,185.1,85.7,170.6,79.7,111.7,55.8,126,115.4,48.3,94.4,101
POLG,197,82.1,116.4,177.1,108.1,108.9,200.4,93.3,76.6,99.6,82.8,121.1,117.5,90.8,85.9,146.6,83.3,93,116.6
POLG,19.9,10,74.8,16.3,20.2,12.2,16.5,29,29.5,17.7,17.8,12.2,14.6,16.1,21.9,38.9,12,55.3,13.8
R25692,70.7,116.5,106,162.1,113.9,133.9,121.3,171.7,171.8,107.7,93.3,72.5,97.9,167,182,113.9,85.7,134.3,128.5
BF939092,114,74.8,111,85,45.7,88.1,41.9,34,53.9,21.9,39,36.7,35,37.6,87.4,67.9,24,78.8,35.1
BF674749,77.5,38.9,72.7,90,73.2,82.4,68.7,105.6,145.7,12.9,66.1,24.2,65.3,124,109.4,93.9,29.1,89.6,42.3
SKA1,90.2,128.9,162.4,133.4,141.3,140.3,127.8,170.3,163.5,176.2,156.5,152.4,112.8,122.8,166.9,121.8,158.2,113.9,141.5
GPR135,23.2,61.5,12.3,99,11.8,38.8,16.8,56.1,125.5,10.6,39.9,18.6,83.7,18.1,109.9,130.4,7.8,48.8,11.9
RNF40,23.5,15.4,23.4,35.7,34.9,25.9,27.6,29.4,46.5,24.9,36.4,10.1,24.3,28.1,14,43.9,33.8,24,28.3
217643_x_at,106.6,54,81.5,93.5,70.2,110.3,86,123.8,86.5,71.8,87.3,111.8,131.3,110.5,127.3,153.8,96.9,91.3,91.9
SOS2,82.3,56.5,68.1,78.5,90.4,56.4,30,10.1,76.7,60.3,63.9,53.3,74.2,18.2,76,74.5,62.5,31.6,16.8
COX16,248.9,264.3,323,209.9,211,294.2,268.9,215.9,311.1,219.2,164.6,141.8,302.8,228.7,296.6,182.5,229.2,236.9,237.7
SURF1,6.1,7.6,6.2,8.8,19,10.5,8.1,12.4,10.5,6.8,17,9.1,5.4,7.9,10.8,7.4,5.5,5.5,8.2
217647_at,112,174.4,171.4,174.2,123.8,126.1,209.1,178,197.9,166,67.6,130.6,236.2,218.4,190.5,109.3,160.2,210.4,178.1
AW295367,20.9,18.5,16.5,11.1,16.7,12.5,15.4,13.2,22.9,13,12.3,11.8,34.7,26,6.1,14.8,10.3,13.2,14.1
ZFAND5,21.6,40.1,23.9,9.8,38.6,58.4,32.2,7.5,65.1,59.4,31,21.4,51.7,10.6,19.7,30.5,16.1,61,19.3
ST3GAL2,36.2,87.2,42,130.3,92.6,101.3,55.8,140.7,89.6,57.9,53.1,32.9,73.7,53.5,107.2,17.4,64.4,18.3,59.2
BF512531,74.5,29,50.6,3.9,73.8,55.9,29.8,18.2,31.1,63.7,66.3,26,77.3,47.1,29.6,53,39.7,42.8,76.2
MAU2,136.4,104.2,110.4,45.5,140.1,72.5,91.3,104.6,154.7,117.4,110.7,69.6,145.2,144.3,73.8,106.1,103.4,106.2,92.2
217653_x_at,422.4,412.8,446.6,259.7,287.8,246.3,182.8,248,192.8,144.3,183.8,230.2,239.6,219,342,226.9,106.5,142.5,174.8
CFLAR,89.2,69.4,47.6,127.6,79,94.9,144.3,115.6,189,92.6,132.3,91.7,103.7,67.2,65.2,132.2,69.2,93.1,52.7
LOC100127972,160,143.7,188.1,200.6,99.5,145.5,180.5,110,310.9,233.5,243.4,115.2,200.3,179.8,150.2,174.6,215.1,154.8,168.3
SMARCA4,42.8,32.6,85,103.6,70.6,65.2,34.6,77.6,31,56.6,81.6,89.5,98.1,63.4,102.7,58.6,84.5,75,50
BCAP29,80.9,99.6,56.4,132.5,97.5,77.7,130.4,90.6,65.1,85.3,65.8,34.2,109.4,77.5,72.6,114.5,48.3,89.3,111.7
THAP3,11.2,17.1,11.6,44.4,11.7,14.6,10.4,16.9,29.4,30.7,20.3,7.5,20.3,14.6,32.4,8.5,13.2,29.8,22.5
217659_at,36.8,7.4,33.4,16,11.9,10.6,10.4,3.9,40.2,9.8,64.8,8.7,59.1,9.7,44.5,46.3,7.9,28.9,21.9
MYH14,17,5.9,14,10.3,6.1,5.7,6,8.2,6.5,4.1,5.2,8.6,5.2,9.4,14.2,6.7,4.7,4.8,6.7
SIX5,8.9,6.2,6.7,11.4,10.8,19.2,7.1,8.8,14.7,9,7.5,6.6,16.5,7.6,28.6,12.1,5.4,11.2,6
217662_x_at,166.6,44.8,95.7,36.8,161.2,117.2,65.5,28.6,82.9,68.1,84.3,107.6,220.3,203.7,219.7,117.9,113.1,81.4,85.7
ZNF234,41.8,8.6,62,58,27.7,44.4,29.8,27.1,91.6,24.8,33.6,20.2,47.7,25.6,40.9,44.2,23.2,41.8,56.5
217664_at,12.7,3.4,7.1,16.2,7.6,7,11.4,11.2,7.5,10.5,8.2,6.4,9.6,24.7,11.4,8.3,3.6,6.5,24.6
ZNF813,33.9,38,13.2,53.2,43.9,29,32.9,58.4,46.7,36,56.8,4,59.9,44.4,74.8,39.2,31.7,13.9,43.6
AW974481,14,40.6,11.3,5.3,52.9,58.4,14.9,65.8,52.7,47.4,51.1,10.7,56.6,46.2,68.2,57.9,45.7,10.2,43.1
SEC14L1P1,47.5,6.8,9.2,17.3,24.7,42.8,3.4,79.4,23.9,36,35.5,53.8,17.2,65.2,12.8,73.7,15.3,27.2,44.5
LRRC75B,17.5,7,8.6,14.9,23.7,31.9,26.4,22,14.8,19.1,15.1,8,17.8,24,12.7,35.1,15.7,18.8,12
AKAP6,5.3,4.3,7.8,11.2,4.4,15.1,4.7,5.2,10.2,2.7,3.8,3.2,3.3,4.5,3.6,4.5,4.1,4.2,5.5
RPLP2,4.5,8.2,6.7,13.8,59.3,59.7,70.6,8.4,7.3,5.6,10.8,9.2,35.5,5.8,6.7,8.7,10.2,7.3,85.5
217671_at,93.8,117.4,49.8,101.2,89,128,93.3,62.7,60.3,58.4,78.4,65.8,65.8,15.2,101.1,76.4,72.4,25.7,52
EIF1,365.6,298.2,244.8,191.3,219.1,266.7,286.6,184.4,251.3,278.9,244.9,238.3,326.3,270.8,268.8,309.9,248.6,261.3,277.5
GNAS,2046.5,1564.7,1656.3,1681.5,1575.9,1773.8,2212.5,1915.7,1723.4,1403.1,1467.1,1976.7,1484.4,1719.5,1529.5,1986.5,1476.4,1396.9,1544
AA923707,10.4,12.2,10.1,89,5.8,35.2,5.6,10.6,8,33.7,10.7,4.4,32.6,59.5,7.9,3.1,8.1,7.2,8.7
ZBTB7C,5,9.4,11,5.1,4.2,7.1,4.3,9,8.6,10.8,36.2,3.7,4.7,13.9,31,12.9,17.1,13.7,73.2
217676_at,187.1,125.4,34.2,188,140.4,242.6,190.9,149.5,258.5,111.2,169.3,120.2,168.2,144.9,137.9,208.6,134.1,142.9,140.7
PLEKHA2,74.4,98.4,25.2,94.1,131.2,41.7,43.7,14,173,78.2,14.8,12.5,97.4,114.6,29.1,122.8,64.9,25.3,84.2
SLC7A11,2240.7,1052.6,1278.2,1209,1680.6,1115.2,932.3,953.8,998.8,1008.3,1065.6,2072.2,1827.9,1778.7,1868.3,2313.3,1335.1,927.1,897.2
217679_x_at,766.7,732.5,773.5,945.8,425.1,517.8,504.7,688.4,439.8,434.1,452.2,504.7,964.9,809.5,1069.6,484.4,346.4,393.2,441
RPL10,235.7,107.2,8.1,88.2,192.3,71.3,15.8,193.4,227.2,111.6,161.5,84.9,109.7,151,197.8,237.1,120.8,151.5,119
LOC100289775,199.2,150.8,126.1,121.8,244.6,187.8,215.3,302.4,335.2,323.9,257.4,183,224.2,255.3,255,216.4,322.4,182.9,173.4
AW503390,173,197.6,173.8,176.9,180.5,186.1,180.7,139.4,120.6,151.8,131.4,221.3,276.9,240.4,157.2,178.2,239.5,183.3,149.7
HBE1,22.4,25,10.1,12,9,22.4,7.7,10,22.6,12,13.1,8.4,24.6,10.8,16.5,13.5,9.5,9.8,11.6
TYMS,37.7,15.7,68.6,10.1,13.6,62.4,18.7,17.1,100.3,11.4,62.9,13.2,101.8,21,113.6,58.8,18.4,20.9,29.1
SLC16A3,51.9,57.7,62.1,49.8,37.3,70.1,43.4,84.2,60.1,89.5,49.4,46.5,25.8,38.9,34,17.1,49.4,47.2,105.4
PTPN1,27.2,34.7,14.5,11.6,14.7,10.7,20,24.4,15.4,18.7,38.3,24.8,15.8,31.6,24,99,46.3,19.8,18.4
ADCY2,90.6,159.8,107.3,130.7,186.1,168.4,149.9,106.1,212.5,123.4,115.3,65.7,136.2,140,107,189.4,127.4,104.1,125.4
217688_at,7,38.9,15.7,14,19.6,13.2,21.8,11.7,13.8,40.4,46.8,9.4,59.7,16.4,61.1,34.1,20.3,36.8,55.9
PTPN1,57.6,10.7,9.4,84,20.3,47.4,14.3,27.5,89.1,21.7,18.8,5.6,20.8,22.1,23.5,14.1,12.1,44.7,52.7
BG281679,213.8,177.2,162.4,213.2,183.1,159.5,136.2,192.9,164.3,148,170.3,129.2,212,245,207.8,120,143,142.6,151.9
SLC16A3,340.4,260,279.2,755.6,233.8,309.7,368.6,610.8,535.3,446.5,489.7,287.3,463.9,405.3,751.6,439.5,317.3,329.2,515.8
AW371924,75.2,86.6,62.7,48.1,68.2,87.1,81.8,54.9,146.5,79.2,62.9,67.6,124.6,114,94.9,58.8,131.8,87,108.6
217693_x_at,106.1,136.9,161.5,266.5,37.4,208.4,76.4,227.4,231.3,120.8,244.8,180.6,55.5,142.1,215.3,154.9,138.8,235.7,227
AV687010,24.1,26.5,21.4,25.5,2.4,37.4,22.9,2.7,75.9,5.1,38.9,2.1,25,51.8,32.9,30.3,1.9,69.3,10.3
217695_x_at,79.4,62.6,85,44.6,150.1,182.3,74,115.7,178.7,87.4,143.4,59.9,116.4,157.4,169.7,98.4,111.2,109.7,120.6
FUT7,20.1,25.3,3.2,54.1,24.3,58.9,13.2,36.4,21.5,6.8,97.7,25.9,88.9,14.1,26.7,15.6,14.7,26.2,31.2
AV661514,106.2,101.5,47.4,99,91.5,90,92.1,77.7,152.6,48.7,190.3,10.4,123.2,82.4,89.2,74.1,73.9,26.3,29.9
AV651668,13.7,26.2,8.8,4.5,3.2,40.4,1.6,50.4,9.2,18.4,18,1.9,3.8,43.9,3.5,32.5,1.7,14.6,11.4
AV700338,63.9,79.5,84.4,56.8,74,42.1,18.1,48.4,108.2,11.9,67.7,112.6,79.9,80.8,67.2,121,93.1,73.3,130.1
CNPY4,9.3,27.3,17.9,17.9,14.4,51.6,34.6,52.7,76.3,76,13.1,12.6,72,118.6,28.7,62,12.5,14.3,52.3
217701_x_at,68,50.6,7.9,91.4,56.6,27.5,52.5,36.8,49.1,26.3,34.2,3.8,36.3,26.3,3,43.7,27,26.8,4.2
IL27RA,80.6,71.1,60.4,149.3,11.1,48.7,54.2,47.6,44.9,95.2,35.9,18.9,74.2,30,22.2,21.4,38.7,124.7,82.6
217703_x_at,648.1,659.3,689.7,810.4,722.3,609.5,457.8,435.6,552.9,472,576,593.7,571.5,463.4,760.3,540.1,268.1,296,379.5
SUZ12P1,57.9,114.7,126.6,161.8,81.3,31.9,148.7,40.5,126.9,51.7,75.9,52.4,112.8,116.2,22.6,34.5,70.7,17.6,57
PRKD1,24.4,42.9,30.2,82.9,59.9,45.5,5.3,47.6,56.9,31.4,84.9,34.2,32.2,9.7,38,41.7,44.4,42.4,62
AV742010,16.5,25.3,22.4,59.7,27.9,12,46.9,47,36.4,39.7,45.6,14.2,63.5,18.6,54.2,75.4,39.2,14.9,38.5
SMARCA2,254.3,165.6,164.2,198,325.6,231.2,220.1,262.5,289,237.9,223.6,318.6,277.2,254.9,219.3,253.7,179.7,197.6,173.4
217708_x_at,123.5,109.9,214.5,300.3,221,44.9,105.3,189,337.3,37.5,160.2,33.9,136.1,216.9,273.3,190.4,35.2,44.2,240.1
AV647366,4.5,2.5,21.9,4.7,3.2,2.9,7.3,4,3,2.4,1.6,6.3,5,18.9,8.4,10.6,14.1,9.4,2.7
ITPK1,8.8,8.1,11,12.1,11.1,14.8,11.5,30.8,24.7,17.4,15.2,8.3,11.4,14,12.5,11.4,10,10.1,8.1
TEK,16.9,31.6,29.4,19.8,31.4,21.2,21.3,27.6,34.3,81.1,30.2,28.6,23.5,29.5,88.6,39.7,44.4,15.8,24.9
217712_at,76.5,71.3,46.2,4,60.9,53.3,24.1,2.5,37.9,2.7,3.6,49.7,21.4,9.4,86.8,46.6,2.2,2.5,2.2
217713_x_at,571.4,535,555.8,731.6,359.1,538.6,463.7,613.9,544.5,463.1,299.3,459.5,572.9,590.7,531.6,372.4,365.9,295.3,326.1
STMN1,389.6,346.2,282.1,426.3,363.8,304.1,353.7,383.4,361.5,315.4,434,325.1,506,446.2,471.9,263.6,278.3,220.5,424.1
217715_x_at,270.7,144.3,86.2,230.7,259.7,194,299.8,299.9,186.9,213.5,115.1,192.5,182,262.5,177.6,180,139.4,167.1,145.9
SEC61A1,2798.9,2302.5,2773.9,2115.5,1904.6,2065.3,2235.8,1693.6,2101.5,1968.6,1589.7,2341.3,1680.1,2047.7,1514.1,2585.8,2804,2367.6,2036.7
YWHAB,5162.8,5740.3,5105,5207.5,3925.6,5985.4,5493.8,5571.1,5305.5,4623,4304.2,3662.6,5019.9,5017.2,4908.9,5045.5,5416.8,5136.8,4912.1
YWHAB,12648.7,17097.7,15076.2,18509,10248,11249.5,9749.6,15808.5,11390.1,10370,9482.6,16724,14141.1,15550.6,16258.8,9895.3,11762.7,13003,15282.5
EIF3L,11089.8,14126.7,14210.4,12538.7,7800.6,11337.2,11701.3,13033,6970.6,11862.4,10792.5,11309.3,10326.7,9805.5,12223,7770,11275.6,10961.2,11848.2
CHCHD2,9514.1,14010.8,13407.2,14371.3,10758,12633.6,13358.4,13873.4,11561.2,11301,13069.1,10364.6,11498.7,11842.8,10907.3,9137.5,13110.6,13375,13007.9
7-Sep,123.4,86.2,115.3,228.3,158.9,129,144.8,148.2,133.8,167.1,192.9,107.2,185.1,186.8,219.7,134.4,138.8,132.6,178.8
NGRN,5390.5,4094.2,4946.3,4292,4819.4,4782.6,5339.1,5410.7,3594.1,4733.5,4486.7,4521.4,4145.2,3650.3,3562,4627.6,4652.8,4796.8,4318.4
RPS12,25.3,24.2,25.2,24.7,19.9,52.4,29.6,44.2,45.9,58.1,37.2,18.4,29.5,55.6,60.6,31.6,34.1,35.8,38.3
SERBP1,6338.7,7257.2,7198.1,6469.8,5244.2,6860.7,6246,6879.7,6934.4,7408.6,6307.1,6033.2,7057.9,7460.4,7918.7,5288.1,7204,6086.6,6683.2
SERBP1,2651.2,2614.9,2289.2,1902,2485.9,1738.5,1786.2,1364.4,2963.3,2835.2,2213.4,2755.9,2927.7,2896.7,2507,2340.4,2965.6,2856.8,2206.2
COPZ1,2060.9,1639.2,1686.1,2038.9,1847.6,2217.7,2396.6,2295.9,2163.1,2236,2388.6,1693.3,1816.9,2297.5,1969,1915.9,2017.5,2171.7,1963.3
VPS35,6053.6,3157.6,3092.7,3252.6,6239.4,2274.7,2572.1,2104.1,2989.3,2814.4,3116.3,6682.9,3604.7,4258.2,4055.1,5293.9,2718.1,2797.9,3159.4
S100A6,20884,21028.6,20141.2,22848.5,22609.5,21557,24219,25549.2,16367.8,15552.5,17442.4,24401.6,15927.6,16171.7,14930,21318.4,18771.9,19900.5,19534.4
AES,247.6,258.5,320.3,375.6,480.8,581.8,496.3,646.2,300.6,411.6,468,424.4,339.5,432.9,416.9,407.8,364.6,383,360.4
TMBIM1,6879.5,6085.1,7968.1,4806.4,3745.4,6795.6,7211.1,6316.1,4800.2,5942.9,5264.4,5519,5538.1,5795.4,4903.5,5004.7,6403.3,6927,5189
ITM2B,6968.2,4130.3,4689.3,3707.6,6887.3,6439,5645.8,5678.7,3884.6,6088.2,4038.3,6238.6,5176.3,6890.7,6908.1,6412.4,4937.1,4508.1,6608.7
ITM2B,12005.8,10195.3,10450.3,9426.2,11176.3,10486.2,10103,10013.2,11200.4,10861.6,10922.4,11922,11051.9,11141.8,11765.4,10273.9,9616.2,10029.3,11099.9
TMSB10,17090.4,22671.7,23590.2,22126.7,18805.6,21477.4,20771.8,20427.6,17430,18255.9,16403.2,22767.5,18880.8,18607.1,18241.5,15671.6,20771.1,22338.4,21650.8
WDR6,1011.3,771.8,723.6,848.9,797.4,1179.5,1204.5,1101.2,726.6,653.1,799.3,851.9,589.4,534.9,766.4,700.5,611.9,547,604
EIF2AK1,239.8,154.5,194,197.4,153.5,131.5,202.4,92.8,172.3,154.2,54.2,124.9,130.2,39.9,140.1,225.9,284.2,183.4,152.8
EIF2AK1,4552.6,5037.2,4467.5,5550,4052.7,4187.6,3947,4495.6,4940.1,4738.7,4622.5,4211.6,4545.4,4618.7,4296.7,4258.9,4531.1,4431,3830.5
RTFDC1,810.6,899.3,891.5,901.4,806.1,913.7,979.2,983.4,1069.5,981.8,984.5,807.4,883.8,991.8,866.5,755.7,991.1,946.8,889.3
NAMPT,1129.2,930.3,953.5,928.1,1359.2,1177.8,1113.5,1189.7,1340.4,1183.8,1257.5,1293.6,1605.2,1689.6,1639.7,2256.1,1659.3,1519.4,1456.5
NAMPT,1616.7,1125.3,1495.1,1448.2,2059.1,1547.8,1654.6,1694.2,1807.4,1744.6,1651.8,2170.3,2517.1,2220.6,2457,3753.9,2880.8,2879.7,2915.7
RPL7A,16935.1,26358,25146.6,30949.5,21204.5,22330.4,25985.4,27435.5,22705.1,20590.5,22985.3,20614.2,22985.7,22493,21705.9,16788.8,19841.8,21657.4,20177.3
ZFAND5,958.3,914,989.6,766.2,1044.2,540.9,757.3,824,476.1,924.2,1304.2,1257.9,1308.9,1202.1,1297.7,1241.7,846.2,1013.2,1116.6
WAC,2141.5,1949.6,1908.3,1871.7,2136.2,2110.5,2270.4,2260.7,2601.9,2169.3,2018.4,2026.4,1625.4,1731.2,1906.4,2157.8,2210.4,2135.1,1908.5
TMEM30A,2236.7,1685.3,1661,1409.9,2369.5,1930.4,1762.6,1721.2,1793.5,1988.3,1898.6,2089.8,2082.7,2113.7,1955.2,2665,2249.2,2050.1,1825.7
PERP,2716.2,2716.8,2755.9,2448.4,3667,1871.3,1568.2,2251.3,2741.8,2957.4,2574.4,3223.7,2572,2540.2,2436.8,3512.9,2824.6,2455.9,2301.6
NAA50,1464,1404,1308.5,979.2,2003.4,1526.3,1271.8,1787,1851.1,1795.2,1762.5,1350.2,1455.4,1374,1878,1621,1618.5,1562.2,1719.7
PDCD6IP,2609.8,2055.2,2149.5,1904.2,2723.7,2044.2,2227.4,1985.9,1777.4,2235.7,2092.6,2328.5,2087.6,1995.2,2045.9,2600.9,1936.1,2152.8,2266.1
RPS9,7795.2,13447.9,12802.1,13331.7,8405,8320.7,9115.3,8766.4,10625.9,10170.5,11445.9,9841.2,9781,9525.9,10156.3,8946.9,12396.4,14039.1,13538
ADIPOR1,682.9,804.6,669.5,599.5,945,693.8,622.7,861.6,847.6,959.3,743,1026.1,870.6,829.5,890.5,897.7,1054.9,931.8,898.4
COPG1,410.3,337.4,362.7,537.5,538.7,305.3,305.9,346.7,359.4,341.8,404.3,632.8,349.4,373.7,399.1,479.8,481.3,500.8,525.3
UBE2Z,1746.6,1787.3,1824.7,1896,1606,2108.7,2137,1889.1,1979.7,1930.8,1676.4,2135,1787.7,1770,1746,2275.7,2223.9,2279.7,2079.3
GSTK1,1382.3,1325.4,1434.4,1423.2,1506.8,1854,1710.4,1845.8,1147.3,1342.8,1478.3,1423.3,1167.3,1163.4,1256.3,1285.5,1406.4,1544.1,1365.8
CNDP2,2426.8,2650.5,2273.2,2240.3,2387.5,2596.1,2302.8,1889.2,2245.1,1767.4,1965.9,2074.4,2068.2,2517.6,2160.1,2030,2097.4,2287.4,2309.6
RPS26,8508,9717.4,9212.6,9662.8,7890.4,9737.9,10368.2,9890.7,8601.4,8678,9379.7,8823.3,8015.6,7912.7,7790.5,8099.6,8361.2,8724,8936.2
DDX56,661.4,692.3,707.1,852.4,800.9,825.8,946.3,1107.2,807.5,749.5,765.8,641.8,769.1,867.7,1041.7,811.5,956.3,849.1,978.3
HN1,2774,4134.5,4158.1,3887,3717.3,4068,3834,4272.6,3376.1,3591.4,3424.7,3103.8,2861.9,2917.2,2989.7,3457,4395.4,4117.7,4041.6
SERF2,1973.4,2661.6,2590.4,1969.6,1264.6,1975.1,2015.8,1898.5,2026.7,2226.1,2325.1,1815.6,1883.7,1743.1,1697.7,1459.4,3089.6,2423.9,2553.8
A2M,66.5,8.9,59.5,21.6,94.7,73.8,14,15,66.9,129.8,42.4,21.9,64.5,44.6,113.8,89.3,26.6,15.7,85.1
TM9SF3,3090.8,2756.4,2695.8,2693.4,3306.4,3096.4,3235.8,3078.6,3254.4,3655,3715.2,3882.9,3658.8,3686.5,3835,3346.8,2994.8,2931.8,3419.4
TRIM44,2003.5,1362.3,1135.3,1518.9,2346.9,1842.8,1350.6,1474,1526.8,1504.9,1850,2277.2,1409.9,1280.3,1971.2,2345.8,1259,1540.4,1911.1
TRIM44,789,790.6,808.8,653,823.2,826.1,896.1,799.6,770.2,746.3,705.1,766.9,654.3,761.2,576.7,744.1,827.5,769.6,704.3
ADI1,1390.5,1299.8,1255.6,1217.5,1305.5,1475.2,1316.7,1478.3,1172.5,1263,1383.4,1234.8,1328.8,1453.2,1285.8,1090.1,1299.6,1259.9,1212.1
RAB31,139.6,180.8,93.6,65.4,108,135.4,109.9,66.4,178.4,82.5,132.9,109.2,124.6,185.6,159.3,123.9,140.2,123.4,133.3
RAB31,101.6,40.1,29.1,189.5,58.7,140,138,132.2,109.5,50.4,114.2,54.1,67.3,143.7,159,65.1,125.1,78.9,145.6
RAB31,160.6,225.7,162.6,270.5,155.2,201.2,227.4,204.2,246.7,181,182.7,218.2,246.1,282.5,166.5,187.9,220.2,212,261
NRBP1,292.2,219.7,211.2,213.8,325.4,199.3,291.2,358.4,325.6,335.2,332.3,210.4,346.6,194.9,375.5,334.3,316.2,223.9,337.4
TMEM50A,1101.3,960,919.6,848,1059.6,816.1,844.9,842.2,1127.1,816.3,1134.3,1066.7,1017.9,909.5,655.6,1093,946.6,850.5,901.8
C3,23.1,52.3,18.8,121.9,26,24.9,34.5,29.5,36.9,26,59.7,23.8,17.3,25.9,46.7,130.5,31.6,39.4,82
C14orf166,7341.8,8010,8131.9,8477.4,6252.4,7055.2,8279.8,7750.1,7799.9,7155,7441.4,7012.1,6348.5,6946.1,6418.8,6074.3,7218.4,7357.8,6623
POMP,4526.1,6904.9,5752.7,6255.9,4624.8,6935.9,7228.4,6333.5,6027.7,6426.9,6561.7,5381.6,6370.1,6631.3,6393.8,4227.2,6523.8,6704.4,7418.8
PIGT,1330.3,1332,1447.4,1540.6,1063.1,1339,1490.9,1447.8,944.6,1213.6,1345.1,1319.4,1183.4,1216.6,1243.2,1088.3,1342.8,1348.7,1172
GOLM1,2357.1,2271,2118,2532.6,1884,2136.7,2815.2,2658,1919.8,2193.8,2253.4,1923.4,2037.7,2045.8,2106,1542.4,1659,1758.8,1842
MTCH2,1149.7,1787.9,1941,1728.9,1237.4,1814.6,1937.5,1882.5,1560.7,1931.9,1621.4,1237.1,1546,1599.7,1801.7,1010.6,1772,1550.3,1972.6
NDUFA4,4344.1,5957.6,6130.3,5894,4569.2,4728.5,5296,6333.5,4953.3,4716.3,5135.1,5451.3,4610.8,4493.4,4846.1,4186.8,5337.1,5200.2,5974.5
TRMT112,3235.9,5236.7,5205.8,5099.4,4160.4,4086,3719.7,4074.8,3863.9,3796.4,3940.9,4110.2,4337.6,3756.7,4201.8,3721.4,5382.4,5737.2,5797
